frameName,frame_description,gold_terms,feName,original_term,sentence,match gold
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <factors> may emerge which are difficult to plan for at this stage . ,0
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <circumstances> may emerge which are difficult to plan for at this stage . ,1
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <things> may emerge which are difficult to plan for at this stage . ,1
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <matters> may emerge which are difficult to plan for at this stage . ,0
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <conditions> may emerge which are difficult to plan for at this stage . ,0
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <developments> may emerge which are difficult to plan for at this stage . ,0
Expectation,,"a,aftershock,austria,busines,circumstance,consequence,difficulty,expense,fashion,future,hall,he,hector,him,hollywood,inflation,interval,investment,iran,issue,it,libya,manner,me,messiah,musician,negotiation,nigeria,output,pattern,reinforcement,reviewer,risk,rocky,shabbines,she,situation,somethe,stereo-type,that,them,they,thing,u,violence,visitor,way,weather,what,which,who,whom,x,you",,issues,Many unpredictable <incidents> may emerge which are difficult to plan for at this stage . ,0
Dimension,"This frame concerns  words that express an Object's position on a scale, its Measurement, with respect to some attribute, its Dimension.  Location,  identifying the sub-region of the Object where the Dimension is measured, may also be expressed.","0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",Measurement: Measurement identifies the extent of the Object along the specified Dimension.,very,"` He 's <quite> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <really> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <pretty> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <so> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <rather> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <extremely> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <fairly> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <real> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <get> tall and good-looking now , do n't you think ? ",0
Dimension,,"0.02mm,140m,15,15ft,16mm,17ft,20ft,22m,25mm,2m,30,35mm,8in,915-nucleotide,eighteen-foot,knee,l,mile,very,what,whatever",,very,"` He 's <a> tall and good-looking now , do n't you think ? ",0
Awareness,"A Cognizer has a piece of Content in their model of the world.  The Content is not necessarily present due to immediate perception, but usually, rather, due to deduction from perceivables.  In some cases, the deduction of the Content is implicitly based on confidence in sources of information (believe), in some cases based on logic (think), and in other cases the source of the deduction is deprofiled (know).","1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",Cognizer: The Cognizer is the person whose awareness of phenomena is at question. With a target verb or adjective the Cognizer is generally expressed as an External Argument with the Content expressed as an Object or Complement.,I,<We> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,1
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<It> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,1
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<You> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,1
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<He> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,1
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<The> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,0
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<A> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,0
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<She> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,1
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<And> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,0
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<Then> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,0
Awareness,,"1970,academic,albert,alexei,ann,aristotle,authority,british,bukharin,burun,canetti,coffin,community,cory,cuba,customer,daine,desmond,dimaggio,economist,endill,european,everyone,fabia,forgivenes,freud,gandhi,general,girl,gould,graham,grant,hazel,he,hencke,henry,her,hi,him,himself,human,i,individual,intel,iran,isabel,it,jamaican,jame,judith,juliet,jury,kerry,klondyke,laura,linda,lisa,local,lorton,luden,macmillan,maggie,marcu,marx,mcleish,me,miguel,moffat,morrissey,musician,my,newcastle,nobody,novel,nurse,olivia,one,otto,our,patrick,people,physicist,pink,police,public,pupil,realism,rikky,ringer,rise,sam,sara,she,socialist,society,some,somebody,staff,stella,stephanopoulo,student,subordinate,system,teacher,ted,that,their,them,themselve,they,those,tom,topaz,u,usl,washington,we,which,who,whose,women,you,your,youth",,I,<My> became conscious of where I was and what I was doing so I quickly stood up and dried my eyes . ,1
Irregular_combatants,"A Combatant is declared or loyal to a Side in a military Conflict. The Combatant is not part of any regular or (highly) organized fighting organization (such as an army), and is not necessarily a fighter by vocation.","boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",Combatant: The Combatant is the human being involved in combat.,fighters,"Street by street , <soldiers> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <troops> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <forces> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <rebels> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <militiamen> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <insurgents> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <combatants> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",1
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <militants> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",1
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <warriors> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Irregular_combatants,,"boy,combatant,fighter,guerrilla,militant,other,our,shihbani,their,they,who",,fighters,"Street by street , <gunmen> for Libya 's transitional government captured a residential district that had been riddled with loyalist snipers .",0
Cause_to_continue,An Agent or Cause causes a Process or State to continue.,"away,busy,cool,entertain,fed,him,u,warm",State: The State that is maintained by the Agent or Cause.,busy,"We did not have very much but my mom always found a way to keep us <occupy> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <happy> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <go> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <entertain> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",1
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <active> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <interest> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <up> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <comfortable> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <move> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",0
Cause_to_continue,,"away,busy,cool,entertain,fed,him,u,warm",,busy,"We did not have very much but my mom always found a way to keep us <warm> or keep us entertained , and one of the ways that she kept us entertained was by telling stories , reading poems , and singing to us .",1
Self_motion,"The Self_mover, a living being, moves under its own direction along a Path. Alternatively or in addition to Path, an Area, Direction, Source, or Goal for the movement may be mentioned. ","abruptly,accidentally,adroitly,aerobically,again,agitatedly,aimlessly,almost,amiably,angrily,annoyingly,anxiously,arrogantly,athletically,automatically,avariciously,awkward,awkwardly,back-break,backward,badly,barefoot,benignly,blankly,blatantly,blindly,bravely,brazenly,briefly,briskly,busily,calmly,carefully,caressingly,casually,cat-foot,cautiously,challenge,cheerfully,cheerily,cleanly,clumsily,comfortably,confident,confidently,conscientiously,consistently,conspicuously,constantly,covertly,crazily,crossly,curiously,dangerously,daze,dejectedly,deliberately,delightedly,desperately,despondently,determinedly,difficult,disconsolately,dismally,doggedly,dramatic,dreary,drowsily,drunkenly,dutifully,eagerly,easily,economical,edgily,effortlessly,energetically,erratically,excitedly,extensively,fatigue,fearfully,fiercely,flimsily,force,forcefully,forlornly,forward,frantically,free,freely,frenetic,fruitlessly,furiously,furtively,futilely,gaily,gamely,genteel,gentle,gently,gingerly,gladly,glamorously,gloomily,glumly,gracefully,gradually,gratefully,grimly,groggily,gruelle,guiltily,happily,hard,hardly,hastily,headlong,heavily,heedlessly,helplessly,hesitantly,hopelessly,hotfoot,how,hurriedly,idly,impatiently,imperiously,importantly,inconspicuously,indifferently,indignantly,ineffectually,insanely,involuntarily,jerkily,jubilantly,laboriously,lamentably,languid,lazily,leisurely,lightly,lithely,lively,loudly,lovingly,low,mad,madly,massively,meaningfully,meekly,mentally,merrily,miserably,mockingly,monkey-like,mysteriously,naïve,nervously,nimbly,noiselessly,noisily,nonchalantly,obediently,obligingly,obliviously,painfully,peaceably,peacefully,pensively,playfully,pointlessly,pompously,ponderou,ponderously,powerful,presumptuously,proudly,provocatively,purposefully,quick,quickly,quiet,quietly,rainsoak,random,rapidly,rashly,regardles,relax,relentlessly,reluctant,reluctantly,resolutely,restlessly,reverently,romantic,sedately,self-consciously,self-importantly,sensuously,separately,shamefully,sharply,sheepishly,shell-shock,shyly,side,sideway,silent,silently,simply,skittishly,slightly,slow,slowly,smartly,smoothly,softly,soggily,solitary,solo,sorrowfully,soulfully,soundlessly,springily,steadily,steady,stealthily,steep,stiff-leg,stiffly,stoically,straight,strenuou,strongly,sudden,suddenly,surreptitiously,swiftly,tentatively,thirstily,thoughtfully,thrill,thunderously,tightly,time,tiredly,together,tricky,uncertainly,uncomfortably,unconcernedly,underwater,uneasily,unemotionally,unexpectedly,ungainly,uniform,unique,unsteadily,unsteady,unsuspectingly,variously,vigorously,violently,waggle,warily,weakly,wearily,weary,well,widely,wild,wildly","Manner: Any expression which describes a property of motion which is not directly related to the trajectory or rate of motion expresses the frame element Manner. Descriptions of steadiness, grace, means of motion, and other things count as Manner expressions. ",romantic,"` He 's promised me a fabulous dinner , to say nothing of what he calls ` a <lovely> stroll by the sea in the moonlight . "" ",0
Self_motion,,"abruptly,accidentally,adroitly,aerobically,again,agitatedly,aimlessly,almost,amiably,angrily,annoyingly,anxiously,arrogantly,athletically,automatically,avariciously,awkward,awkwardly,back-break,backward,badly,barefoot,benignly,blankly,blatantly,blindly,bravely,brazenly,briefly,briskly,busily,calmly,carefully,caressingly,casually,cat-foot,cautiously,challenge,cheerfully,cheerily,cleanly,clumsily,comfortably,confident,confidently,conscientiously,consistently,conspicuously,constantly,covertly,crazily,crossly,curiously,dangerously,daze,dejectedly,deliberately,delightedly,desperately,despondently,determinedly,difficult,disconsolately,dismally,doggedly,dramatic,dreary,drowsily,drunkenly,dutifully,eagerly,easily,economical,edgily,effortlessly,energetically,erratically,excitedly,extensively,fatigue,fearfully,fiercely,flimsily,force,forcefully,forlornly,forward,frantically,free,freely,frenetic,fruitlessly,furiously,furtively,futilely,gaily,gamely,genteel,gentle,gently,gingerly,gladly,glamorously,gloomily,glumly,gracefully,gradually,gratefully,grimly,groggily,gruelle,guiltily,happily,hard,hardly,hastily,headlong,heavily,heedlessly,helplessly,hesitantly,hopelessly,hotfoot,how,hurriedly,idly,impatiently,imperiously,importantly,inconspicuously,indifferently,indignantly,ineffectually,insanely,involuntarily,jerkily,jubilantly,laboriously,lamentably,languid,lazily,leisurely,lightly,lithely,lively,loudly,lovingly,low,mad,madly,massively,meaningfully,meekly,mentally,merrily,miserably,mockingly,monkey-like,mysteriously,naïve,nervously,nimbly,noiselessly,noisily,nonchalantly,obediently,obligingly,obliviously,painfully,peaceably,peacefully,pensively,playfully,pointlessly,pompously,ponderou,ponderously,powerful,presumptuously,proudly,provocatively,purposefully,quick,quickly,quiet,quietly,rainsoak,random,rapidly,rashly,regardles,relax,relentlessly,reluctant,reluctantly,resolutely,restlessly,reverently,romantic,sedately,self-consciously,self-importantly,sensuously,separately,shamefully,sharply,sheepishly,shell-shock,shyly,side,sideway,silent,silently,simply,skittishly,slightly,slow,slowly,smartly,smoothly,softly,soggily,solitary,solo,sorrowfully,soulfully,soundlessly,springily,steadily,steady,stealthily,steep,stiff-leg,stiffly,stoically,straight,strenuou,strongly,sudden,suddenly,surreptitiously,swiftly,tentatively,thirstily,thoughtfully,thrill,thunderously,tightly,time,tiredly,together,tricky,uncertainly,uncomfortably,unconcernedly,underwater,uneasily,unemotionally,unexpectedly,ungainly,uniform,unique,unsteadily,unsteady,unsuspectingly,variously,vigorously,violently,waggle,warily,weakly,wearily,weary,well,widely,wild,wildly",,romantic,"` He 's promised me a fabulous dinner , to say nothing of what he calls ` a <nice> stroll by the sea in the moonlight . "" ",0
Self_motion,,"abruptly,accidentally,adroitly,aerobically,again,agitatedly,aimlessly,almost,amiably,angrily,annoyingly,anxiously,arrogantly,athletically,automatically,avariciously,awkward,awkwardly,back-break,backward,badly,barefoot,benignly,blankly,blatantly,blindly,bravely,brazenly,briefly,briskly,busily,calmly,carefully,caressingly,casually,cat-foot,cautiously,challenge,cheerfully,cheerily,cleanly,clumsily,comfortably,confident,confidently,conscientiously,consistently,conspicuously,constantly,covertly,crazily,crossly,curiously,dangerously,daze,dejectedly,deliberately,delightedly,desperately,despondently,determinedly,difficult,disconsolately,dismally,doggedly,dramatic,dreary,drowsily,drunkenly,dutifully,eagerly,easily,economical,edgily,effortlessly,energetically,erratically,excitedly,extensively,fatigue,fearfully,fiercely,flimsily,force,forcefully,forlornly,forward,frantically,free,freely,frenetic,fruitlessly,furiously,furtively,futilely,gaily,gamely,genteel,gentle,gently,gingerly,gladly,glamorously,gloomily,glumly,gracefully,gradually,gratefully,grimly,groggily,gruelle,guiltily,happily,hard,hardly,hastily,headlong,heavily,heedlessly,helplessly,hesitantly,hopelessly,hotfoot,how,hurriedly,idly,impatiently,imperiously,importantly,inconspicuously,indifferently,indignantly,ineffectually,insanely,involuntarily,jerkily,jubilantly,laboriously,lamentably,languid,lazily,leisurely,lightly,lithely,lively,loudly,lovingly,low,mad,madly,massively,meaningfully,meekly,mentally,merrily,miserably,mockingly,monkey-like,mysteriously,naïve,nervously,nimbly,noiselessly,noisily,nonchalantly,obediently,obligingly,obliviously,painfully,peaceably,peacefully,pensively,playfully,pointlessly,pompously,ponderou,ponderously,powerful,presumptuously,proudly,provocatively,purposefully,quick,quickly,quiet,quietly,rainsoak,random,rapidly,rashly,regardles,relax,relentlessly,reluctant,reluctantly,resolutely,restlessly,reverently,romantic,sedately,self-consciously,self-importantly,sensuously,separately,shamefully,sharply,sheepishly,shell-shock,shyly,side,sideway,silent,silently,simply,skittishly,slightly,slow,slowly,smartly,smoothly,softly,soggily,solitary,solo,sorrowfully,soulfully,soundlessly,springily,steadily,steady,stealthily,steep,stiff-leg,stiffly,stoically,straight,strenuou,strongly,sudden,suddenly,surreptitiously,swiftly,tentatively,thirstily,thoughtfully,thrill,thunderously,tightly,time,tiredly,together,tricky,uncertainly,uncomfortably,unconcernedly,underwater,uneasily,unemotionally,unexpectedly,ungainly,uniform,unique,unsteadily,unsteady,unsuspectingly,variously,vigorously,violently,waggle,warily,weakly,wearily,weary,well,widely,wild,wildly",,romantic,"` He 's promised me a fabulous dinner , to say nothing of what he calls ` a <long> stroll by the sea in the moonlight . "" ",0
